QR code,ent,name,FPhilm,Trial,test,plot,geometry,FP2,Ht,Pod,Mat,Lod,Yld,oil ,protein,notes,rep,loc,locc,rng,row,run,field,Sds/env,,source,,,parents,trait,0,2.5.7,geno,"1,2,3",Reg tests,Variety,
2421BD842,18,LD22-4111,PLtbl,2421B,2421BD,842,"POLYGON ((7 30, 8 30, 8 31, 7 31, 7 30))",,,,-9,1.5,56.7,19.7,33.9,,2,Dekalb,D,,,,,800,,2351A-37,,,U14-103015 x LD15-5782791,Rhg1 88788,,,RSSS,SS,24 SP 2,,18
2421BD843,23,LD22-2020304,PLtbr,2421B,2421BD,843,"POLYGON ((5 29, 6 29, 6 30, 5 30, 5 29))",,,,-9,2,-9,-9,-9,,2,Dekalb,D,,,,,800,,2390A-10,,,2190B-104  x  LDX21-234-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,24 MSMC,,23
2421BD844,22,LD22-2020301,PLtbr,2421B,2421BD,844,"POLYGON ((6 29, 7 29, 7 30, 6 30, 6 29))",,,,-9,3.5,40.5,19.6,35.3,,2,Dekalb,D,,,,,800,,2390A-4,,,2190B-104  x  LDX21-234-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,22
2421BD845,16,LD22-0587,PGibl,2421B,2421BD,845,"POLYGON ((7 29, 8 29, 8 30, 7 30, 7 29))",,,,-9,1.5,53.9,18.5,35.5,,2,Dekalb,D,,,,,800,,2351A-21,,,LD15-456 x E15338,Rhg1 88788,,,RSSS,SS,,,16
2421BD846,4,LD02-4485,PGbf,2421B,2421BD,846,"POLYGON ((5 28, 6 28, 6 29, 5 29, 5 28))",,,,-9,4,51.4,19.4,33.7,,2,Dekalb,D,,,,,800,,2321B-4,23 INC,,M90-184111 x IA3010,,6,,,,,,4
2421BD847,15,LD21-3904,PLtbl/br,2421B,2421BD,847,"POLYGON ((6 28, 7 28, 7 29, 6 29, 6 28))",,,,-9,2.5,37.9,19.7,35.1,,2,Dekalb,D,,,,,800,,2321B-21,,,LD11-2170 x LDX18-245-2-4,"HOLL, Rhg1 88788",,,RS.S,SS,"24 PT 2TM,MSMC",,15
2421BD848,11,LD19-7145,PLtbr,2421B,2421BD,848,"POLYGON ((7 28, 8 28, 8 29, 7 29, 7 28))",,,,-9,1.5,47.2,19.1,34.3,,2,Dekalb,D,,,,,800,,2321B-12,23 INC Demo,,LD12-459 x LD11-2170,SCN,6.892130149,87.42009257,RASS,SSS,"24 SU,UT 2",Illini 2757N,11
2421AFRE801,12,LD21-7909,PLtbr,2421A,2421AFRE,801,"POLYGON ((2 20, 3 20, 3 21, 2 21, 2 20))",,,,-9,2,58.5,20.7,33.4,,1,Freeport,FRE,,,,,800,,2321B-23,23 INC,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,24PR INC,12
2421AFRE802,23,LD22-2020314,PLtbr,2421A,2421AFRE,802,"POLYGON ((3 20, 4 20, 4 21, 3 21, 3 20))",,,,-9,2.5,46,21.2,34.1,,1,Freeport,FRE,,,,,800,,2390A-7,,,2190B-104  x  LDX21-234-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,23
2421AFRE803,18,LD22-4158,MLtbl,2421A,2421AFRE,803,"POLYGON ((4 20, 5 20, 5 21, 4 21, 4 20))",,,,-9,1.5,61.1,20.6,33.9,,1,Freeport,FRE,,,,,800,,2351A-43,,,LD15-456 x U14-103015,Rhg1 88788,,,R.SS,SS,24 SP 2,,18
2421AFRE804,15,LD22-0019a,PGibl,2421A,2421AFRE,804,"POLYGON ((2 21, 3 21, 3 22, 2 22, 2 21))",,,,-9,1,59.5,20.8,32.3,,1,Freeport,FRE,,,,,800,,2350A-5,,,U11-932025 x LD13-5131a,Rag2,,,SSSS,SR,,,15
2421AFRE805,14,LD22-0009a,WGbf,2421A,2421AFRE,805,"POLYGON ((3 21, 4 21, 4 22, 3 22, 3 21))",,,,-9,2.5,57.4,20.7,32.5,,1,Freeport,FRE,,,,,800,,2350A-4,,,U11-932025 x LD13-5131a,Rag2,,,SSSS,SR,,,14
2421AFRE806,22,LD22-9255,PLty,2421A,2421AFRE,806,"POLYGON ((4 21, 5 21, 5 22, 4 22, 4 21))",,,,-9,3,56.7,21.5,31.7,,1,Freeport,FRE,,,,,800,,23GS01-42,,,G165874 x U14-103015,Rhg1 88788,,,RSSS,SS,,,22
2421AFRE807,3,LD14-4098a,PTbl/br,2421A,2421AFRE,807,"POLYGON ((2 22, 3 22, 3 23, 2 23, 2 22))",,,,-9,1,53.7,20.7,34,,1,Freeport,FRE,,,,,800,,2321A-3,23 INC Demo,,LD08-4202 x LDX10-277-1-30,"SCN HR, Rag 1+2",5,48,,RR,,Illini 2043Na,3
2421AFRE808,7,LD18-4787F,WGbf,2421A,2421AFRE,808,"POLYGON ((3 22, 4 22, 4 23, 3 23, 3 22))",,,,-9,1.5,59,20.3,32.6,,1,Freeport,FRE,,,,,800,,2321A-7,23 INC,,U11-932025 x LD13-5131a,"SCN H, Rag 2",65,na,HSS,SRS,"24 SU,UT 1",Illini 1832,7
2421AFRE809,6,LD18-4490,PGy,2421A,2421AFRE,809,"POLYGON ((4 22, 5 22, 5 23, 4 23, 4 22))",,,,-9,2.5,57.2,21.6,31.6,,1,Freeport,FRE,,,,,800,,2321A-6,23 INC Demo,,U11-616086 x M08-362051,SCN,3,95,RSS,SSS,,Illini 1845NY,6
2421AFRE810,16,LD22-4025,PGibl,2421A,2421AFRE,810,"POLYGON ((2 23, 3 23, 3 24, 2 24, 2 23))",,,,-9,1,56,19.8,34.4,,1,Freeport,FRE,,,,,800,,2350B-13,,,E15338 x U14-103015,Rhg1 88788,,,RSSS,SS,,,16
2421AFRE811,2,MN1905CN,Pty,2421A,2421AFRE,811,"POLYGON ((3 23, 4 23, 4 24, 3 24, 3 23))",,,,-9,2,59.5,21.5,33.1,,1,Freeport,FRE,,,,,800,,24 SCN rem,,,M08-365038 x IA1026,SCN,4,,,,,,2
2421AFRE812,9,LD20-0815,PLtbl,2421A,2421AFRE,812,"POLYGON ((4 23, 5 23, 5 24, 4 24, 4 23))",,,,-9,1.5,64.7,21.2,32.8,,1,Freeport,FRE,,,,,800,,2321A-10,23 INC,,LD12-459 x LD11-2170,Rhg1 88788,,,RSSS,SS,"24 SU,UT 2",Illini 2360N,9
2421AFRE813,5,LD18-4406,WLty,2421A,2421AFRE,813,"POLYGON ((5 20, 6 20, 6 21, 5 21, 5 20))",,,,-9,3,50.4,20.9,32.8,,1,Freeport,FRE,,,,,800,,2321A-5,23 INC Demo,,U11-614119 x M08-362051,SCN,na,48,RSS,SSS,,Illini 2351N,5
2421AFRE814,1,IA2102,WGy+bf,2421A,2421AFRE,814,"POLYGON ((6 20, 7 20, 7 21, 6 21, 6 20))",,,,-9,4.5,47,19.7,34.3,,1,Freeport,FRE,,,,,800,,2321A-1,23 INC,,A04-545045 x AgriPro 98180-A01-06131,SCN R,33,73,,,"24 SU,UT 2",,1
2421AFRE815,8,LD18-5062,PLtbl,2421A,2421AFRE,815,"POLYGON ((7 20, 8 20, 8 21, 7 21, 7 20))",,,,-9,3,56.1,20.2,33.4,,1,Freeport,FRE,,,,,800,,2321A-8,23 INC Demo,,LD10-5213a x U11-911079,SCN,na,50,RSS,SSS,,Illini 2417N,8
2421AFRE816,11,LD21-6063,PGibl/gr,2421A,2421AFRE,816,"POLYGON ((5 21, 6 21, 6 22, 5 22, 5 21))",,,,-9,3,69.9,21.5,32.7,,1,Freeport,FRE,,,,,800,,2321A-19,,,LD10-10198 x U14-108007,,,,SSSS,SS,24 PT 2,,11
2421AFRE817,10,LD20-4542,PTbl,2421A,2421AFRE,817,"POLYGON ((6 21, 7 21, 7 22, 6 22, 6 21))",,,,-9,1,56.9,21.4,33.1,,1,Freeport,FRE,,,,,800,,2321A-15,23 INC,,LD14-6363 x E14077,"scn soja, Rhg1 88788",,,RSRR,SS,24 SU 2,,10
2421AFRE818,24,LD22-3010202,PTy,2421A,2421AFRE,818,"POLYGON ((7 21, 8 21, 8 22, 7 22, 7 21))",,,,-9,1.5,49.1,19.7,34.3,,1,Freeport,FRE,,,,,800,,23HOLL2A-8,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,24
2421AFRE819,21,LD22-9089,PGy,2421A,2421AFRE,819,"POLYGON ((5 22, 6 22, 6 23, 5 23, 5 22))",,,,-9,2,58,20.2,33.3,,1,Freeport,FRE,,,,,800,,23GS01-24,,,E15338 x G151200,Rhg1 88788,,,RSSS,SS,,,21
2421AFRE820,4,LD17-2903,MLtbl,2421A,2421AFRE,820,"POLYGON ((6 22, 7 22, 7 23, 6 23, 6 22))",,,,-9,1.5,54.8,21.4,32.7,,1,Freeport,FRE,,,,,800,,2321A-4,23 INC Demo,,U11-614119 x LD09-30224,"SCN, no Rag",4,26,RSS,SSS,,Illini 1958N,4
2421AFRE821,17,LD22-4085a,PLty,2421A,2421AFRE,821,"POLYGON ((7 22, 8 22, 8 23, 7 23, 7 22))",,,,-9,2,47.8,19.6,33.6,,1,Freeport,FRE,,,,,800,,2350A-27,,,G151200 x LD17-05908a,"Rhg1 88788, Rag1+2",,,RSSS,RR,,,17
2421AFRE822,19,LD22-4180,PLtbl,2421A,2421AFRE,822,"POLYGON ((5 23, 6 23, 6 24, 5 24, 5 23))",,,,-9,3,58,20.2,34.8,,1,Freeport,FRE,,,,,800,,2351A-45,,,LD15-456 x U14-103015,Rhg1 88788,,,RSSS,SS,,,19
2421AFRE823,13,LD21-7914,PLty,2421A,2421AFRE,823,"POLYGON ((6 23, 7 23, 7 24, 6 24, 6 23))",,,,-9,1,60.1,20.5,34.2,,1,Freeport,FRE,,,,,800,,2321B-24,,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 2TM,MSMC",,13
2421AFRE824,20,LD22-9059,PGy,2421A,2421AFRE,824,"POLYGON ((7 23, 8 23, 8 24, 7 24, 7 23))",,,,-9,3,59.5,21.1,31.6,,1,Freeport,FRE,,,,,800,,23GS01-10,,,E15338 x G151200,Rhg1 88788,,,RSSS,SS,,,20
2421AFRE825,5,LD18-4406,WLty,2421A,2421AFRE,825,"POLYGON ((8 20, 9 20, 9 21, 8 21, 8 20))",,,,-9,1.5,61.1,20.3,33.3,,2,Freeport,FRE,,,,,800,,2321A-5,23 INC Demo,,U11-614119 x M08-362051,SCN,na,48,RSS,SSS,,Illini 2351N,5
2421AFRE826,11,LD21-6063,PGibl/gr,2421A,2421AFRE,826,"POLYGON ((9 20, 10 20, 10 21, 9 21, 9 20))",,,,-9,2,65.3,21.3,32.5,,2,Freeport,FRE,,,,,800,,2321A-19,,,LD10-10198 x U14-108007,,,,SSSS,SS,24 PT 2,,11
2421AFRE827,3,LD14-4098a,PTbl/br,2421A,2421AFRE,827,"POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))",,,,-9,1,56.8,20.2,34.7,,2,Freeport,FRE,,,,,800,,2321A-3,23 INC Demo,,LD08-4202 x LDX10-277-1-30,"SCN HR, Rag 1+2",5,48,,RR,,Illini 2043Na,3
2421AFRE828,7,LD18-4787F,WGbf,2421A,2421AFRE,828,"POLYGON ((8 21, 9 21, 9 22, 8 22, 8 21))",,,,-9,1,52.3,20.6,32.4,,2,Freeport,FRE,,,,,800,,2321A-7,23 INC,,U11-932025 x LD13-5131a,"SCN H, Rag 2",65,na,HSS,SRS,"24 SU,UT 1",Illini 1832,7
2421AFRE829,21,LD22-9089,PGy,2421A,2421AFRE,829,"POLYGON ((9 21, 10 21, 10 22, 9 22, 9 21))",,,,-9,2.5,58.6,20,33.1,,2,Freeport,FRE,,,,,800,,23GS01-24,,,E15338 x G151200,Rhg1 88788,,,RSSS,SS,,,21
2421AFRE830,1,IA2102,WGy+bf,2421A,2421AFRE,830,"POLYGON ((10 21, 11 21, 11 22, 10 22, 10 21))",,,,-9,4.5,56.9,19.8,34.4,,2,Freeport,FRE,,,,,800,,2321A-1,23 INC,,A04-545045 x AgriPro 98180-A01-06131,SCN R,33,73,,,"24 SU,UT 2",,1
2421AFRE831,14,LD22-0009a,WGbf,2421A,2421AFRE,831,"POLYGON ((8 22, 9 22, 9 23, 8 23, 8 22))",,,,-9,2,54.6,20.4,32.7,,2,Freeport,FRE,,,,,800,,2350A-4,,,U11-932025 x LD13-5131a,Rag2,,,SSSS,SR,,,14
2421AFRE832,16,LD22-4025,PGibl,2421A,2421AFRE,832,"POLYGON ((9 22, 10 22, 10 23, 9 23, 9 22))",,,,-9,2.5,54.2,19.7,34,,2,Freeport,FRE,,,,,800,,2350B-13,,,E15338 x U14-103015,Rhg1 88788,,,RSSS,SS,,,16
2421AFRE833,4,LD17-2903,MLtbl,2421A,2421AFRE,833,"POLYGON ((10 22, 11 22, 11 23, 10 23, 10 22))",,,,-9,1,62.2,20.9,33.1,,2,Freeport,FRE,,,,,800,,2321A-4,23 INC Demo,,U11-614119 x LD09-30224,"SCN, no Rag",4,26,RSS,SSS,,Illini 1958N,4
2421AFRE834,2,MN1905CN,Pty,2421A,2421AFRE,834,"POLYGON ((8 23, 9 23, 9 24, 8 24, 8 23))",,,,-9,2,55.8,21.1,33.8,,2,Freeport,FRE,,,,,800,,24 SCN rem,,,M08-365038 x IA1026,SCN,4,,,,,,2
2421AFRE835,18,LD22-4158,MLtbl,2421A,2421AFRE,835,"POLYGON ((9 23, 10 23, 10 24, 9 24, 9 23))",,,,-9,1,60.7,20.5,33.7,,2,Freeport,FRE,,,,,800,,2351A-43,,,LD15-456 x U14-103015,Rhg1 88788,,,R.SS,SS,24 SP 2,,18
2421AFRE836,15,LD22-0019a,PGibl,2421A,2421AFRE,836,"POLYGON ((10 23, 11 23, 11 24, 10 24, 10 23))",,,,-9,1,56.9,19.7,33.4,,2,Freeport,FRE,,,,,800,,2350A-5,,,U11-932025 x LD13-5131a,Rag2,,,SSSS,SR,,,15
2421AFRE837,6,LD18-4490,PGy,2421A,2421AFRE,837,"POLYGON ((11 20, 12 20, 12 21, 11 21, 11 20))",,,,-9,1.5,59.5,21,32.5,,2,Freeport,FRE,,,,,800,,2321A-6,23 INC Demo,,U11-616086 x M08-362051,SCN,3,95,RSS,SSS,,Illini 1845NY,6
2421AFRE838,22,LD22-9255,PLty,2421A,2421AFRE,838,"POLYGON ((12 20, 13 20, 13 21, 12 21, 12 20))",,,,-9,1,61.6,21.1,32.5,,2,Freeport,FRE,,,,,800,,23GS01-42,,,G165874 x U14-103015,Rhg1 88788,,,RSSS,SS,,,22
2421AFRE839,10,LD20-4542,PTbl,2421A,2421AFRE,839,"POLYGON ((13 20, 14 20, 14 21, 13 21, 13 20))",,,,-9,1,61.7,20.8,34.2,,2,Freeport,FRE,,,,,800,,2321A-15,23 INC,,LD14-6363 x E14077,"scn soja, Rhg1 88788",,,RSRR,SS,24 SU 2,,10
2421AFRE840,23,LD22-2020314,PLtbr,2421A,2421AFRE,840,"POLYGON ((11 21, 12 21, 12 22, 11 22, 11 21))",,,,-9,3.5,55.5,20.6,34.8,,2,Freeport,FRE,,,,,800,,2390A-7,,,2190B-104  x  LDX21-234-2,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,,,23
2421AFRE841,24,LD22-3010202,PTy,2421A,2421AFRE,841,"POLYGON ((12 21, 13 21, 13 22, 12 22, 12 21))",,,,-9,1.5,57,19.7,34.4,,2,Freeport,FRE,,,,,800,,23HOLL2A-8,,,LD17-3855  x  LD20-5011031,"HOLL, Rhg1 88788",,,RSSS,SS,,,24
2421AFRE842,9,LD20-0815,PLtbl,2421A,2421AFRE,842,"POLYGON ((13 21, 14 21, 14 22, 13 22, 13 21))",,,,-9,2.5,66.4,21.4,33,,2,Freeport,FRE,,,,,800,,2321A-10,23 INC,,LD12-459 x LD11-2170,Rhg1 88788,,,RSSS,SS,"24 SU,UT 2",Illini 2360N,9
2421AFRE843,8,LD18-5062,PLtbl,2421A,2421AFRE,843,"POLYGON ((11 22, 12 22, 12 23, 11 23, 11 22))",,,,-9,1,61.9,19.2,34.2,,2,Freeport,FRE,,,,,800,,2321A-8,23 INC Demo,,LD10-5213a x U11-911079,SCN,na,50,RSS,SSS,,Illini 2417N,8
2421AFRE844,20,LD22-9059,PGy,2421A,2421AFRE,844,"POLYGON ((12 22, 13 22, 13 23, 12 23, 12 22))",,,,-9,1,60.3,21,31.7,,2,Freeport,FRE,,,,,800,,23GS01-10,,,E15338 x G151200,Rhg1 88788,,,RSSS,SS,,,20
2421AFRE845,17,LD22-4085a,PLty,2421A,2421AFRE,845,"POLYGON ((13 22, 14 22, 14 23, 13 23, 13 22))",,,,-9,1,46.5,19.7,33.1,,2,Freeport,FRE,,,,,800,,2350A-27,,,G151200 x LD17-05908a,"Rhg1 88788, Rag1+2",,,RSSS,RR,,,17
2421AFRE846,19,LD22-4180,PLtbl,2421A,2421AFRE,846,"POLYGON ((11 23, 12 23, 12 24, 11 24, 11 23))",,,,-9,1.5,58.6,20.3,34.7,,2,Freeport,FRE,,,,,800,,2351A-45,,,LD15-456 x U14-103015,Rhg1 88788,,,RSSS,SS,,,19
2421AFRE847,12,LD21-7909,PLtbr,2421A,2421AFRE,847,"POLYGON ((12 23, 13 23, 13 24, 12 24, 12 23))",,,,-9,1,61.3,20.5,33.9,,2,Freeport,FRE,,,,,800,,2321B-23,23 INC,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793,"HOLL, Rhg1 88788",,,RSSS,SS,24 MSMC,24PR INC,12
2421AFRE848,13,LD21-7914,PLty,2421A,2421AFRE,848,"POLYGON ((13 23, 14 23, 14 24, 13 24, 13 23))",,,,-9,1,58,19.8,34.2,,2,Freeport,FRE,,,,,800,,2321B-24,,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD11-2170 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 2TM,MSMC",,13
2431AGDF801,28,LD22-6750,PGibl/bf,2431A,2431AGDF,801,"POLYGON ((2 14, 3 14, 3 15, 2 15, 2 14))",,,,924,1,70.6,20.2,35.1,,1,Goodfield,GDF,,,,,800,,23GS06-4,,,LD18-14554 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,28
2431AGDF802,18,LD22-1751,PLtbl,2431A,2431AGDF,802,"POLYGON ((3 14, 4 14, 4 15, 3 15, 3 14))",,,,924,1,74.2,19.8,35.3,,1,Goodfield,GDF,,,,,800,,2355A-14,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,18
2431AGDF803,10,LD20-1797,PLtLbl,2431A,2431AGDF,803,"POLYGON ((4 14, 5 14, 5 15, 4 15, 4 14))",,,,926,2,77.2,20.2,33.9,,1,Goodfield,GDF,,,,,800,,2331A-13,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,SS,24 SU 3,,10
2431AGDF804,5,LD18-1867,WGy,2431A,2431AGDF,804,"POLYGON ((5 14, 6 14, 6 15, 5 15, 5 14))",,,,926,1,71,19,35.4,,1,Goodfield,GDF,,,,,800,,2331A-5,23 INC Demo,,LD11-7311 x LD10-10198,"SCN, Rps",7,13,RSS,SSS,,Illini 3212NY,5
2431AGDF805,32,LD22-9571,PGibl,2431A,2431AGDF,805,"POLYGON ((6 14, 7 14, 7 15, 6 15, 6 14))",,,,926,2,70.6,19,35.5,,1,Goodfield,GDF,,,,,800,,23GS05-4,,,U14-925152 x LD16-2794,Rhg1a+Rhg4 437654,,,RRSS,SS,,,32
2431AGDF806,21,LD22-4149,PLtbl,2431A,2431AGDF,806,"POLYGON ((7 14, 8 14, 8 15, 7 15, 7 14))",,,,922,3.5,65.3,19.6,35.6,,1,Goodfield,GDF,,,,,800,,2356A-40,,,U14-103015 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,21
2431AGDF807,34,LD22-9653,PMbl,2431A,2431AGDF,807,"POLYGON ((8 14, 9 14, 9 15, 8 15, 8 14))",,,,922,2.5,69.6,20.3,34.9,,1,Goodfield,GDF,,,,,800,,23GS02-25,,,U14-910097 x LD15-5782791,Rhg1a+Rhg4 437654,,,RR.S,SS,,,34
2431AGDF808,31,LD22-9564,PGibl,2431A,2431AGDF,808,"POLYGON ((2 15, 3 15, 3 16, 2 16, 2 15))",,,,924,1,74.9,20.7,34,,1,Goodfield,GDF,,,,,800,,23GS03-36,,,U14-925152 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSS,SS,,,31
2431AGDF809,6,LD18-7244,PGibl,2431A,2431AGDF,809,"POLYGON ((3 15, 4 15, 4 16, 3 16, 3 15))",,,,924,1,68.5,19.4,36,,1,Goodfield,GDF,,,,,800,,2331A-6,23 INC Demo,,U11-932025 x LD11-7311,"SCN,vgood protein",SxR,76,RSS,SSS,,Illini 2999N,6
2431AGDF810,11,LD20-5413,PGibl,2431A,2431AGDF,810,"POLYGON ((4 15, 5 15, 5 16, 4 16, 4 15))",,,,926,1,78.7,21.1,33.2,,1,Goodfield,GDF,,,,,800,,2331A-14,23 INC,,U14-925152 x LD12-3903,"Rhg 4, Rhg1 (437654)",,,RRSSS,SS,"24 SU, UT III",Illini 3168Np,11
2431AGDF811,41,LD22-3011602,PLtgr,2431A,2431AGDF,811,"POLYGON ((5 15, 6 15, 6 16, 5 16, 5 15))",,,,924,1,72.7,19.7,35.6,,1,Goodfield,GDF,,,,,800,,23HOLL3A-17,,,LD18-6596  x  LD18-12779,"HOLL, Rhg1 88788",,,RSSS,SS,,,41
2431AGDF812,24,LD22-4999,PLtbr,2431A,2431AGDF,812,"POLYGON ((6 15, 7 15, 7 16, 6 16, 6 15))",,,,924,1,70.5,20.9,33.7,,1,Goodfield,GDF,,,,,800,,2353A-51,,,U15-606207 x LD11-2170,Rhg1a+Rhg4 437654,,,RRSS,SS,,,24
2431AGDF813,12,LD20-9131,MLtbr,2431A,2431AGDF,813,"POLYGON ((7 15, 8 15, 8 16, 7 16, 7 15))",,,,924,2,71.3,19.5,35.7,,1,Goodfield,GDF,,,,,800,,2331A-15,23 INC Demo,,HOLL 41 x HOLL 27 (LD12-3903 x LDX16-241-2-2) x (LD11-2170 x LDX16-234-1-5),"HOLL, Rhg1 88788",6.731848053,na,RSSSS,SS,"24 UT 3TM, MSMC",23PR INC,12
2431AGDF814,27,LD22-5592,PLtbl,2431A,2431AGDF,814,"POLYGON ((8 15, 9 15, 9 16, 8 16, 8 15))",,,,924,1,66.8,20.2,35.2,,1,Goodfield,GDF,,,,,800,,2354A-53,,,LD15-456 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,27
2431AGDF815,8,LD19-22127,PLtbr/bl,2431A,2431AGDF,815,"POLYGON ((9 14, 10 14, 10 15, 9 15, 9 14))",,,,926,1.5,74.2,19.8,34.7,,1,Goodfield,GDF,,,,,800,,2331A-10,23 INC Demo,,(LD12-3903 x LDX16-241-2-2) x (LD11-2170 x LDX16-234-1-5),"HOLL,SCN",,,RSSS,SSR,"24 UT 3TM, MSMC",22PR INC,8
2431AGDF816,2,S28N32,PGibl,2431A,2431AGDF,816,"POLYGON ((10 14, 11 14, 11 15, 10 15, 10 14))",,,,928,2,74.7,19.9,34.2,,1,Goodfield,GDF,,,,,800,,2331A-2,,,,,,,,,,,2
2431AGDF817,4,LD18-1855,PGy,2431A,2431AGDF,817,"POLYGON ((11 14, 12 14, 12 15, 11 15, 11 14))",,,,924,2,67.2,19,35.2,,1,Goodfield,GDF,,,,,800,,2331A-4,23 INC Demo,,LD11-7311 x LD10-10198,"SCN, Rps",14,54,RSS,SSS,,Illini 3000NY,4
2431AGDF818,1,LD11-2170,PLtbr,2431A,2431AGDF,818,"POLYGON ((12 14, 13 14, 13 15, 12 15, 12 14))",,,,924,1,70,19.8,35,,1,Goodfield,GDF,,,,,800,,2331A-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,27,80,,,"24 SU, UT III",Illini 3025N,1
2431AGDF819,3,U14-910097,PGbf,2431A,2431AGDF,819,"POLYGON ((13 14, 14 14, 14 15, 13 15, 13 14))",,,,924,2,71.6,20.7,33.9,,1,Goodfield,GDF,,,,,800,,2331A-3,23 INC,,U09-105007 x LD07-3419,"SCN HR,HR",2,2,,,,,3
2431AGDF820,37,LD22-10069,PGibl,2431A,2431AGDF,820,"POLYGON ((14 14, 15 14, 15 15, 14 15, 14 14))",,,,924,2,68.8,19.8,34.4,,1,Goodfield,GDF,,,,,800,,23GS02-42,,,E15338 x 20506074GDM,Rhg1 88788,,,RSSS,SS,,,37
2431AGDF821,16,LD21-100207,PLtbl,2431A,2431AGDF,821,"POLYGON ((15 14, 16 14, 16 15, 15 15, 15 14))",,,,924,1,68.8,20.3,35,,1,Goodfield,GDF,,,,,800,,2331A-36,23 INC,,LD13-6678 HOLL PR BC (20POP 611-11-3-1),"HOLL, Rhg1 88788",,,RSSS,SS,"24 UT 3TM, MSMC",24PR INC,16
2431AGDF822,33,LD22-9629,PLtbl,2431A,2431AGDF,822,"POLYGON ((9 15, 10 15, 10 16, 9 16, 9 15))",,,,924,1,73.1,20.3,33.9,,1,Goodfield,GDF,,,,,800,,23GS04-9,,,U14-925152 x LD16-7669,Rhg1a+Rhg4 437654,,,RRSS,SS,,,33
2431AGDF823,42,LD22-3012802,PLtbr,2431A,2431AGDF,823,"POLYGON ((10 15, 11 15, 11 16, 10 16, 10 15))",,,,926,1,65.5,19.9,35.2,,1,Goodfield,GDF,,,,,800,,23HOLL3A-19,,,LD11-2170  x  LD20-5031351,"HOLL, Rhg1 88788",,,RSSS,SS,,,42
2431AGDF824,23,LD22-4870,PLtbr,2431A,2431AGDF,824,"POLYGON ((11 15, 12 15, 12 16, 11 16, 11 15))",,,,926,2,66.6,19,35.8,,1,Goodfield,GDF,,,,,800,,2353A-47,,,LD15-1628 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,23
2431AGDF825,17,LD22-1216,PLtbl,2431A,2431AGDF,825,"POLYGON ((12 15, 13 15, 13 16, 12 16, 12 15))",,,,926,2.5,67,19.8,35.3,,1,Goodfield,GDF,,,,,800,,2353A-12,,,LD15-456 x LD15-8459,Rhg1 88788,,,RSSS,SS,,,17
2431AGDF826,36,LD22-10032,PTbl,2431A,2431AGDF,826,"POLYGON ((13 15, 14 15, 14 16, 13 16, 13 15))",,,,926,3.5,62.4,19.7,34,,1,Goodfield,GDF,,,,,800,,23GS02-33,,,E15338 x 20506074GDM,Rhg1 88788,,,RSSS,SS,,,36
2431AGDF827,30,LD22-9539,PGibl,2431A,2431AGDF,827,"POLYGON ((14 15, 15 15, 15 16, 14 16, 14 15))",,,,924,1,69.5,20.5,33.6,,1,Goodfield,GDF,,,,,800,,23GS03-35,,,U14-925152 x LD15-5782791,Rhg1a+Rhg4 437654,,,RRSS,SS,,,30
2431AGDF828,29,LD22-7136,MLtLbl,2431A,2431AGDF,828,"POLYGON ((15 15, 16 15, 16 16, 15 16, 15 15))",,,,926,1.5,65.9,20.3,34.1,,1,Goodfield,GDF,,,,,800,,2383A-23,,,LD18-14361 x LD18-12776,"HOLL, Rhg1 88788",,,RSSS,SS,,,29
