QR code,ent,name,FPhilm,Trial,test,plot,geometry,FP2,Ht,Pod,Mat,Lod,Yld,oil ,protein,notes,rep,loc,locc,rng,row,run,field,Sds/env,,source,,,parents,trait,0,2.5.7,geno,"1,2,3",Reg tests,Variety,
2421CH871,30,LD22-2020405,PLtbr,2421C,2421CH,871,"POLYGON ((12 19, 13 19, 13 20, 12 20, 12 19))",,,,916,1.5,57.9,21.6,34.3,,2,Monmouth,H,,,,,800,,2390B-20,,,2190B-104  x  LDX21-235-3,"HOLL Rs2Rs3, Rhg1 88788",,,RSSS,SS,24 MSMC,,30
2421CH872,35,LD22-3011301,PLtbr,2421C,2421CH,872,"POLYGON ((13 19, 14 19, 14 20, 13 20, 13 19))",,,,920,1,56.2,20.9,34.6,,2,Monmouth,H,,,,,800,,23HOLL3A-8,,,LD11-2170  x  LD20-5031351,"HOLL, Rhg1 88788",,,RSSS,SS,,,35
2431CPY801,36,LD22-7819,WLtbl,2431C,2431CPY,801,"POLYGON ((2 14, 3 14, 3 15, 2 15, 2 14))",,,,-9,1,66.9,21.2,34.2,,1,Perry,PY,,,,,800,,2383B-26,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2431CPY802,33,LD22-6617,MMbl,2431C,2431CPY,802,"POLYGON ((3 14, 4 14, 4 15, 3 15, 3 14))",,,,-9,2,61.7,21.2,33.8,,1,Perry,PY,,,,,800,,23GS07-8,,,LD18-12776 x LD12-459 HOLL (502-529),"HOLL, Rhg1 88788",,,RSSS,SS,,,33
2431CPY803,37,LD22-8063,MLtbl,2431C,2431CPY,803,"POLYGON ((4 14, 5 14, 5 15, 4 15, 4 14))",,,,-9,1,57.2,21,33.7,,1,Perry,PY,,,,,800,,2383B-31,,,2170 HOLL (532-560) x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,37
2431CPY804,7,LD20-5433,PLtbl,2431C,2431CPY,804,"POLYGON ((5 14, 6 14, 6 15, 5 15, 5 14))",,,,-9,1,68.1,21.9,32.3,,1,Perry,PY,,,,,800,,2331C-10,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,,"24 SU, UT 3",Illini 3488N,7
2431CPY805,27,LD22-5162,PLtbr,2431C,2431CPY,805,"POLYGON ((6 14, 7 14, 7 15, 6 15, 6 14))",,,,-9,1,65.7,21.6,32.3,,1,Perry,PY,,,,,800,,2357A-34,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,27
2431CPY806,2,P34A50,PLtbr,2431C,2431CPY,806,"POLYGON ((7 14, 8 14, 8 15, 7 15, 7 14))",,,,-9,1,64.6,21.7,32.1,,1,Perry,PY,,,,,800,,2331C-2,,,,,,,,,,,2
2431CPY807,44,LD22-9986,PGibl,2431C,2431CPY,807,"POLYGON ((8 14, 9 14, 9 15, 8 15, 8 14))",,,,-9,1,64.1,22.6,31.4,,1,Perry,PY,,,,,800,,2383B-47,,,LD18-14024 x 20506074GDM,"HOLL, Rhg1 88788",,,SSSS,SS,,,44
2431CPY808,29,LD22-5307,MTbl/gr,2431C,2431CPY,808,"POLYGON ((9 14, 10 14, 10 15, 9 15, 9 14))",,,,-9,1,50.2,22.1,33.2,,1,Perry,PY,,,,,800,,2382A-24,,,LD18-12779 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,29
2431CPY809,5,LD20-1683,PLtLbr,2431C,2431CPY,809,"POLYGON ((10 14, 11 14, 11 15, 10 15, 10 14))",,,,-9,1,45.1,23,32.3,poor stand,1,Perry,PY,,,,,800,,2331C-6,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,,"24 SU, UT 3",Illini 3258N,5
2431CPY810,30,LD22-5742,PGibl,2431C,2431CPY,810,"POLYGON ((11 14, 12 14, 12 15, 11 15, 11 14))",,,,-9,1,30.4,21.3,33.9,poor stand,1,Perry,PY,,,,,800,,2355B-46,,,LD15-1628 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,30
2431CPY811,28,LD22-5167,PLtbl/br,2431C,2431CPY,811,"POLYGON ((12 14, 13 14, 13 15, 12 15, 12 14))",,,,-9,1,38.4,22.4,32.4,,1,Perry,PY,,,,,800,,2357A-35,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,28
2431CPY812,34,LD22-6873,PMbr/bl,2431C,2431CPY,812,"POLYGON ((13 14, 14 14, 14 15, 13 15, 13 14))",,,,-9,1,47.1,21.8,33.2,,1,Perry,PY,,,,,800,,23GS06-12,,,LD18-12663 x LD10-9168 HOLL (562-579),HOLL,,,.SSS,SS,,,34
2431CPY813,6,LD20-1791,PLtbr,2431C,2431CPY,813,"POLYGON ((2 15, 3 15, 3 16, 2 16, 2 15))",,,,-9,1,58,21.8,33.1,,1,Perry,PY,,,,,800,,2331C-7,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,,24 UT 3,,6
2431CPY814,1,LD11-2170,PLtbr,2431C,2431CPY,814,"POLYGON ((3 15, 4 15, 4 16, 3 16, 3 15))",,,,-9,1,56.2,22.2,33,,1,Perry,PY,,,,,800,,2331C-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,10,85,,,"24 SU, UT III",Illini 3025N,1
2431CPY815,31,LD22-6108,PLtbl,2431C,2431CPY,815,"POLYGON ((4 15, 5 15, 5 16, 4 16, 4 15))",,,,-9,1,48.8,21.6,32.9,,1,Perry,PY,,,,,800,,23GS09-4,,,LD15-3818 x LD15-5776793,Rhg1 88788,,,RSSS,SS,,,31
2431CPY816,35,LD22-7792,WLtbr,2431C,2431CPY,816,"POLYGON ((5 15, 6 15, 6 16, 5 16, 5 15))",,,,-9,1,54.3,21.9,33.6,,1,Perry,PY,,,,,800,,2384A-16,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,35
2431CPY817,23,LD22-1856,PLtbl,2431C,2431CPY,817,"POLYGON ((6 15, 7 15, 7 16, 6 16, 6 15))",,,,-9,1,56.2,21.7,32.4,,1,Perry,PY,,,,,800,,2356A-27,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,23
2431CPY818,24,LD22-3083,PLtbr,2431C,2431CPY,818,"POLYGON ((7 15, 8 15, 8 16, 7 16, 7 15))",,,,-9,1,49.6,21,32.4,,1,Perry,PY,,,,,800,,2354A-42,,,LD15-456 x LD15-9214,Rhg1 88788,,,RSRS,SS,,,24
2431CPY819,43,LD22-9839,PGbf,2431C,2431CPY,819,"POLYGON ((8 15, 9 15, 9 16, 8 16, 8 15))",,,,-9,1,47.8,21.2,34.2,,1,Perry,PY,,,,,800,,23GS03-42,,,LD15-1628 x U15-606207,Rhg1a+Rhg4 437654,,,RRSS,SS,,,43
2431CPY820,17,LD22-1643,PLtbl,2431C,2431CPY,820,"POLYGON ((9 15, 10 15, 10 16, 9 16, 9 15))",,,,-9,1,46.5,21.9,32.6,,1,Perry,PY,,,,,800,,2355B-18,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a 437654,,,RSSS,SS,,,17
2431CPY821,47,LD22-10499,PMbl/ibl,2431C,2431CPY,821,"POLYGON ((10 15, 11 15, 11 16, 10 16, 10 15))",,,,-9,1,46,21.3,33.1,,1,Perry,PY,,,,,800,,2357B-42,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,47
2431CPY822,38,LD22-8251,MLtbl,2431C,2431CPY,822,"POLYGON ((11 15, 12 15, 12 16, 11 16, 11 15))",,,,-9,1,45.3,22.5,33.4,poor stand,1,Perry,PY,,,,,800,,2384A-30,,,LD18-12779 x 2170 HOLL (201-248),"HOLL, Rhg1 88788",,,RSSS,SS,,,38
2431CPY823,39,LD22-8331,PLtbl,2431C,2431CPY,823,"POLYGON ((12 15, 13 15, 13 16, 12 16, 12 15))",,,,-9,1,51.8,22.8,32.5,,1,Perry,PY,,,,,800,,2383B-35,,,LD18-12779 x 2170 HOLL (201-248),"HOLL Rs2, Rhg1 88788",,,RSSS,SS,,,39
2431CPY824,26,LD22-5140,PLtbl,2431C,2431CPY,824,"POLYGON ((13 15, 14 15, 14 16, 13 16, 13 15))",,,,-9,1,55.9,22.4,32.5,,1,Perry,PY,,,,,800,,2355A-55,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,26
2431CPY825,32,LD22-6172,PLtbr,2431C,2431CPY,825,"POLYGON ((2 16, 3 16, 3 17, 2 17, 2 16))",,,,-9,1,50.4,21.5,33,,1,Perry,PY,,,,,800,,23GS10-9,,,S13-2743C x LD11-2170,Rhg1 88788,,,RSSS,SS,,,32
2431CPY826,14,LD21-7338,PLtbl,2431C,2431CPY,826,"POLYGON ((3 16, 4 16, 4 17, 3 17, 3 16))",,,,-9,1,42,22.6,31.5,poor stand,1,Perry,PY,,,,,800,,2331C-30,,,LD15-5776793 x LD14-3702,Rhg1 88788,,,RSSS,SS,24 PT 3,,14
2431CPY827,42,LD22-9770,PLtbl,2431C,2431CPY,827,,,,,-9,-9,-9,-9,-9,,1,Perry,PY,,,,,800,,23GS04-25,,,LD15-456 x U14-925152,Rhg1a+Rhg4 437654,,,RRSS,SS,,,42
2431CPY828,21,LD22-1806,PLtbl,2431C,2431CPY,828,"POLYGON ((5 16, 6 16, 6 17, 5 17, 5 16))",,,,-9,1,61.1,22.1,32.3,,1,Perry,PY,,,,,800,,2355B-21,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,21
2431CPY829,16,LD22-1052,PLtbl/br,2431C,2431CPY,829,"POLYGON ((6 16, 7 16, 7 17, 6 17, 6 16))",,,,-9,1,55.3,22,31.6,,1,Perry,PY,,,,,800,,2354A-21,,,LD15-456 x U15-606207,Rhg1a 437654,,,RSSS,SS,,,16
2431CPY830,4,LD18-6596,WLty,2431C,2431CPY,830,"POLYGON ((7 16, 8 16, 8 17, 7 17, 7 16))",,,,-9,1,43.3,22.5,31.7,poof stand,1,Perry,PY,,,,,800,,2331C-4,23 INC Demo,,U11-616086 x LD11-2170,SCN,9.937489982,65,RSS,SSS,"24 SU, UT 3",HPB 3441NY,4
2431CPY831,41,LD22-9470,PLty,2431C,2431CPY,831,"POLYGON ((8 16, 9 16, 9 17, 8 17, 8 16))",,,,-9,1,40.3,21.8,31.9,poor stand,1,Perry,PY,,,,,800,,23GS08-42,,,G151200 x 20506074GDM,0,,,SSSS,SS,,,41
2431CPY832,15,LD21-9470,PLtbl,2431C,2431CPY,832,"POLYGON ((9 16, 10 16, 10 17, 9 17, 9 16))",,,,-9,1,-9,-9,-9,poor stand,1,Perry,PY,,,,,800,,2331C-34,,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,15
2431CPY833,11,LD21-3438,PTbl,2431C,2431CPY,833,"POLYGON ((10 16, 11 16, 11 17, 10 17, 10 16))",,,,-9,1,41.8,21.8,32.9,,1,Perry,PY,,,,,800,,2331C-20,,,HOLL 15- 1 x HOLL 43- 2,HOLL,,,SSSS,SS,24 MSMC,,11
2431CPY834,19,LD22-1654,PLtbl,2431C,2431CPY,834,"POLYGON ((11 16, 12 16, 12 17, 11 17, 11 16))",,,,-9,1.5,49,23,31.9,poor stand,1,Perry,PY,,,,,800,,2356A-18,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a+Rhg4 437654,,,RRSS,SS,,,19
2431CPY835,12,LD21-5665,PLtbl,2431C,2431CPY,835,"POLYGON ((12 16, 13 16, 13 17, 12 17, 12 16))",,,,-9,1,41.3,22.9,32.5,,1,Perry,PY,,,,,800,,2331C-25,,,U14-910097 x LD13-6678,Rhg1a+Rhg4 437654,,,RRSS,SS,24 SP 3,,12
2431CPY836,13,LD21-5792,PGibl,2431C,2431CPY,836,"POLYGON ((13 16, 14 16, 14 17, 13 17, 13 16))",,,,-9,1,41.1,22.7,31.6,poor stand,1,Perry,PY,,,,,800,,2331C-27,,,U14-910097 x LD15-3818,Rhg1a 437654,,,RS.S,SS,24 SP3,,13
2431CPY837,3,LD17-10157,PGibl,2431C,2431CPY,837,"POLYGON ((2 17, 3 17, 3 18, 2 18, 2 17))",,,,-9,1,56.3,21.1,33.6,,1,Perry,PY,,,,,800,,2331C-3,23 INC Demo,,LD11-7311 x LG09-7163,SCN,21,78,RSS,SSS,none,Illini 3602n,3
2431CPY838,40,LD22-9391,PTy/br,2431C,2431CPY,838,"POLYGON ((3 17, 4 17, 4 18, 3 18, 3 17))",,,,-9,1,50.8,22,31.4,,1,Perry,PY,,,,,800,,23GS03-27,,,G165874 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,40
2431CPY839,20,LD22-1766,PLtbl/br,2431C,2431CPY,839,"POLYGON ((4 17, 5 17, 5 18, 4 18, 4 17))",,,,-9,1,34.4,22.7,32.2,poor stand,1,Perry,PY,,,,,800,,2355A-15,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,20
2431CPY840,10,LD21-2688,PLtbl,2431C,2431CPY,840,"POLYGON ((5 17, 6 17, 6 18, 5 18, 5 17))",,,,-9,1,40.7,22.9,31.2,poor stand,1,Perry,PY,,,,,800,,2331C-18,,,U14-211226 x LD12-3903,Rhg1 88788,,,RSSS,SS,24 PT 3,,10
2431CPY841,9,LD20-12217,PLtbl,2431C,2431CPY,841,"POLYGON ((6 17, 7 17, 7 18, 6 18, 6 17))",,,,-9,1,45.8,21.4,33.4,poor stand,1,Perry,PY,,,,,800,,2331C-16,23 INC,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",15.54736336,na,RSSSS,,"24 UT 3TM, MSMC",24PR INC,9
2431CPY842,25,LD22-4315,PGbf,2431C,2431CPY,842,"POLYGON ((7 17, 8 17, 8 18, 7 18, 7 17))",,,,-9,1,43.5,21.4,32.7,poor stand,1,Perry,PY,,,,,800,,2354A-46,,,U14-925152 x LD15-1628,Rhg1a+Rhg4 437654,,,RRSS,SS,,,25
2431CPY843,18,LD22-1645,PLtbl,2431C,2431CPY,843,"POLYGON ((8 17, 9 17, 9 18, 8 18, 8 17))",,,,-9,1,59.8,22,32.4,,1,Perry,PY,,,,,800,,2356A-17,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a+Rhg4 437654,,,RHSS,SS,,,18
2431CPY844,8,LD20-11665,PLtbr,2431C,2431CPY,844,"POLYGON ((9 17, 10 17, 10 18, 9 18, 9 17))",,,,-9,1,52.9,22.6,32.5,,1,Perry,PY,,,,,800,,2331C-15,23 INC,,LD12-3903 x LD11-2170,Rhg1 88788,,,RSSSS,,24 UT 3,,8
2431CPY845,48,LD22-10582,PGibl,2431C,2431CPY,845,"POLYGON ((10 17, 11 17, 11 18, 10 18, 10 17))",,,,-9,1,45.8,21.9,33.1,poor stand,1,Perry,PY,,,,,800,,2357A-52,,,LD15-1628 x LD15-3818,Rhg1 88788,,,RSSS,SS,,,48
2431CPY846,46,LD22-10266,PLtbl,2431C,2431CPY,846,"POLYGON ((11 17, 12 17, 12 18, 11 18, 11 17))",,,,-9,1.5,44.4,22.3,32,poor stand,1,Perry,PY,,,,,800,,2357B-37,,,U14-910097 x 20506064GDM,Rhg1a+Rhg4 437654,,,RR.S,SS,24 SP 3,,46
2431CPY847,22,LD22-1837,PLtbr,2431C,2431CPY,847,"POLYGON ((12 17, 13 17, 13 18, 12 18, 12 17))",,,,-9,1,47.7,22.5,32.9,,1,Perry,PY,,,,,800,,2355B-23,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,22
2431CPY848,45,LD22-10126,PGy/ibl,2431C,2431CPY,848,"POLYGON ((13 17, 14 17, 14 18, 13 18, 13 17))",,,,-9,1,47.3,22.6,31,,1,Perry,PY,,,,,800,,23GS05-31,,,G165874 x 20506078GDM,0,,,SSSS,SS,,,45
2431CPY849,18,LD22-1645,PLtbl,2431C,2431CPY,849,"POLYGON ((2 18, 3 18, 3 19, 2 19, 2 18))",,,,-9,1,58.4,21.5,32.8,,2,Perry,PY,,,,,800,,2356A-17,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a+Rhg4 437654,,,RHSS,SS,,,18
2431CPY850,14,LD21-7338,PLtbl,2431C,2431CPY,850,"POLYGON ((3 18, 4 18, 4 19, 3 19, 3 18))",,,,-9,1,35.4,23.3,30.5,poor stand,2,Perry,PY,,,,,800,,2331C-30,,,LD15-5776793 x LD14-3702,Rhg1 88788,,,RSSS,SS,24 PT 3,,14
2431CPY851,34,LD22-6873,PMbr/bl,2431C,2431CPY,851,"POLYGON ((4 18, 5 18, 5 19, 4 19, 4 18))",,,,-9,1,39.9,21.6,33.6,poor stand,2,Perry,PY,,,,,800,,23GS06-12,,,LD18-12663 x LD10-9168 HOLL (562-579),HOLL,,,.SSS,SS,,,34
2431CPY852,27,LD22-5162,PLtbr,2431C,2431CPY,852,"POLYGON ((5 18, 6 18, 6 19, 5 19, 5 18))",,,,-9,1,56.5,22.3,32.1,,2,Perry,PY,,,,,800,,2357A-34,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,27
2431CPY853,12,LD21-5665,PLtbl,2431C,2431CPY,853,"POLYGON ((6 18, 7 18, 7 19, 6 19, 6 18))",,,,-9,1,38,22.7,32.4,poor stand,2,Perry,PY,,,,,800,,2331C-25,,,U14-910097 x LD13-6678,Rhg1a+Rhg4 437654,,,RRSS,SS,24 SP 3,,12
2431CPY854,9,LD20-12217,PLtbl,2431C,2431CPY,854,"POLYGON ((7 18, 8 18, 8 19, 7 19, 7 18))",,,,-9,1,35.2,21.5,33.3,poor stand,2,Perry,PY,,,,,800,,2331C-16,23 INC,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",15.54736336,na,RSSSS,,"24 UT 3TM, MSMC",24PR INC,9
2431CPY855,2,P34A50,PLtbr,2431C,2431CPY,855,"POLYGON ((8 18, 9 18, 9 19, 8 19, 8 18))",,,,-9,1,49,21.9,32.9,,2,Perry,PY,,,,,800,,2331C-2,,,,,,,,,,,2
2431CPY856,19,LD22-1654,PLtbl,2431C,2431CPY,856,"POLYGON ((9 18, 10 18, 10 19, 9 19, 9 18))",,,,-9,1,59.2,22.3,32.7,poor stand,2,Perry,PY,,,,,800,,2356A-18,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a+Rhg4 437654,,,RRSS,SS,,,19
2431CPY857,10,LD21-2688,PLtbl,2431C,2431CPY,857,"POLYGON ((10 18, 11 18, 11 19, 10 19, 10 18))",,,,-9,1,-9,-9,-9,poor stand,2,Perry,PY,,,,,800,,2331C-18,,,U14-211226 x LD12-3903,Rhg1 88788,,,RSSS,SS,24 PT 3,,10
2431CPY858,41,LD22-9470,PLty,2431C,2431CPY,858,"POLYGON ((11 18, 12 18, 12 19, 11 19, 11 18))",,,,-9,2,42.5,21.5,32.3,poor stand,2,Perry,PY,,,,,800,,23GS08-42,,,G151200 x 20506074GDM,0,,,SSSS,SS,,,41
2431CPY859,35,LD22-7792,WLtbr,2431C,2431CPY,859,"POLYGON ((12 18, 13 18, 13 19, 12 19, 12 18))",,,,-9,1,56.3,22.3,33.8,,2,Perry,PY,,,,,800,,2384A-16,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,35
2431CPY860,45,LD22-10126,PGy/ibl,2431C,2431CPY,860,"POLYGON ((13 18, 14 18, 14 19, 13 19, 13 18))",,,,-9,1,30.7,22.4,31.4,poor stand,2,Perry,PY,,,,,800,,23GS05-31,,,G165874 x 20506078GDM,0,,,SSSS,SS,,,45
2431CPY861,7,LD20-5433,PLtbl,2431C,2431CPY,861,"POLYGON ((2 19, 3 19, 3 20, 2 20, 2 19))",,,,-9,1,46.2,21.9,32.5,,2,Perry,PY,,,,,800,,2331C-10,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,,"24 SU, UT 3",Illini 3488N,7
2431CPY862,26,LD22-5140,PLtbl,2431C,2431CPY,862,"POLYGON ((3 19, 4 19, 4 20, 3 20, 3 19))",,,,-9,1,49.8,22.4,32.1,,2,Perry,PY,,,,,800,,2355A-55,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,26
2431CPY863,36,LD22-7819,WLtbl,2431C,2431CPY,863,"POLYGON ((4 19, 5 19, 5 20, 4 20, 4 19))",,,,-9,1,45,22,33.6,poor stand,2,Perry,PY,,,,,800,,2383B-26,,,LD18-12776 x LD11-2170 HOLL (532-560),"HOLL, Rhg1 88788",,,RSSS,SS,,,36
2431CPY864,29,LD22-5307,MTbl/gr,2431C,2431CPY,864,"POLYGON ((5 19, 6 19, 6 20, 5 20, 5 19))",,,,-9,1,-9,-9,-9,poor stand,2,Perry,PY,,,,,800,,2382A-24,,,LD18-12779 x LD10-9168 HOLL (562-579),"HOLL, Rhg1 88788",,,RSSS,SS,,,29
2431CPY865,20,LD22-1766,PLtbl/br,2431C,2431CPY,865,"POLYGON ((6 19, 7 19, 7 20, 6 20, 6 19))",,,,-9,1,37,22.4,32.1,poor stand,2,Perry,PY,,,,,800,,2355A-15,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,20
2431CPY866,1,LD11-2170,PLtbr,2431C,2431CPY,866,"POLYGON ((7 19, 8 19, 8 20, 7 20, 7 19))",,,,-9,1,44.6,22.5,32.5,poor stand,2,Perry,PY,,,,,800,,2331C-1,23 INC,,Syngenta 03JR313108 x LD05-3171 ,SCN HR,10,85,,,"24 SU, UT III",Illini 3025N,1
2431CPY867,21,LD22-1806,PLtbl,2431C,2431CPY,867,"POLYGON ((8 19, 9 19, 9 20, 8 20, 8 19))",,,,-9,1,54.7,21.9,33.1,,2,Perry,PY,,,,,800,,2355B-21,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,21
2431CPY868,4,LD18-6596,WLty,2431C,2431CPY,868,"POLYGON ((9 19, 10 19, 10 20, 9 20, 9 19))",,,,-9,1,37,22.2,32.2,poor stand,2,Perry,PY,,,,,800,,2331C-4,23 INC Demo,,U11-616086 x LD11-2170,SCN,9.937489982,65,RSS,SSS,"24 SU, UT 3",HPB 3441NY,4
2431CPY869,44,LD22-9986,PGibl,2431C,2431CPY,869,"POLYGON ((10 19, 11 19, 11 20, 10 20, 10 19))",,,,-9,1,55.9,22.7,31.9,poor stand,2,Perry,PY,,,,,800,,2383B-47,,,LD18-14024 x 20506074GDM,"HOLL, Rhg1 88788",,,SSSS,SS,,,44
2431CPY870,31,LD22-6108,PLtbl,2431C,2431CPY,870,"POLYGON ((11 19, 12 19, 12 20, 11 20, 11 19))",,,,-9,1,35.5,21.5,33.5,poor stand,2,Perry,PY,,,,,800,,23GS09-4,,,LD15-3818 x LD15-5776793,Rhg1 88788,,,RSSS,SS,,,31
2431CPY871,39,LD22-8331,PLtbl,2431C,2431CPY,871,"POLYGON ((12 19, 13 19, 13 20, 12 20, 12 19))",,,,-9,1,39.6,23.6,32.8,,2,Perry,PY,,,,,800,,2383B-35,,,LD18-12779 x 2170 HOLL (201-248),"HOLL Rs2, Rhg1 88788",,,RSSS,SS,,,39
2431CPY872,30,LD22-5742,PGibl,2431C,2431CPY,872,"POLYGON ((13 19, 14 19, 14 20, 13 20, 13 19))",,,,-9,2,42,21.5,34.1,,2,Perry,PY,,,,,800,,2355B-46,,,LD15-1628 x LD15-5782791,Rhg1 88788,,,RSSS,SS,,,30
2431CPY873,24,LD22-3083,PLtbr,2431C,2431CPY,873,"POLYGON ((2 20, 3 20, 3 21, 2 21, 2 20))",,,,-9,1,34.2,20.2,34.5,poor stand,2,Perry,PY,,,,,800,,2354A-42,,,LD15-456 x LD15-9214,Rhg1 88788,,,RSRS,SS,,,24
2431CPY874,13,LD21-5792,PGibl,2431C,2431CPY,874,"POLYGON ((3 20, 4 20, 4 21, 3 21, 3 20))",,,,-9,1,42.4,21.2,34.1,,2,Perry,PY,,,,,800,,2331C-27,,,U14-910097 x LD15-3818,Rhg1a 437654,,,RS.S,SS,24 SP3,,13
2431CPY875,11,LD21-3438,PTbl,2431C,2431CPY,875,"POLYGON ((4 20, 5 20, 5 21, 4 21, 4 20))",,,,-9,1,35.3,21.8,33,,2,Perry,PY,,,,,800,,2331C-20,,,HOLL 15- 1 x HOLL 43- 2,HOLL,,,SSSS,SS,24 MSMC,,11
2431CPY876,32,LD22-6172,PLtbr,2431C,2431CPY,876,"POLYGON ((5 20, 6 20, 6 21, 5 21, 5 20))",,,,-9,1,47.5,21.8,32.7,,2,Perry,PY,,,,,800,,23GS10-9,,,S13-2743C x LD11-2170,Rhg1 88788,,,RSSS,SS,,,32
2431CPY877,46,LD22-10266,PLtbl,2431C,2431CPY,877,"POLYGON ((6 20, 7 20, 7 21, 6 21, 6 20))",,,,-9,1,54.1,22.3,32,poor stand,2,Perry,PY,,,,,800,,2357B-37,,,U14-910097 x 20506064GDM,Rhg1a+Rhg4 437654,,,RR.S,SS,24 SP 3,,46
2431CPY878,5,LD20-1683,PLtLbr,2431C,2431CPY,878,"POLYGON ((7 20, 8 20, 8 21, 7 21, 7 20))",,,,-9,1,30.3,22.5,32.8,poor stand,2,Perry,PY,,,,,800,,2331C-6,23 INC,,LD11-2170 x LD12-3903,Rhg1 88788,,,RSSSS,,"24 SU, UT 3",Illini 3258N,5
2431CPY879,38,LD22-8251,MLtbl,2431C,2431CPY,879,"POLYGON ((8 20, 9 20, 9 21, 8 21, 8 20))",,,,-9,1,50.7,22.5,33.8,poor stand,2,Perry,PY,,,,,800,,2384A-30,,,LD18-12779 x 2170 HOLL (201-248),"HOLL, Rhg1 88788",,,RSSS,SS,,,38
2431CPY880,43,LD22-9839,PGbf,2431C,2431CPY,880,"POLYGON ((9 20, 10 20, 10 21, 9 21, 9 20))",,,,-9,1,47.9,21.2,34.2,poor stand,2,Perry,PY,,,,,800,,23GS03-42,,,LD15-1628 x U15-606207,Rhg1a+Rhg4 437654,,,RRSS,SS,,,43
2431CPY881,28,LD22-5167,PLtbl/br,2431C,2431CPY,881,"POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))",,,,-9,1,51.4,22.4,32.1,poor stand,2,Perry,PY,,,,,800,,2357A-35,,,LD15-3818 x LD11-2170,Rhg1 88788,,,RSSS,SS,,,28
2431CPY882,16,LD22-1052,PLtbl/br,2431C,2431CPY,882,"POLYGON ((11 20, 12 20, 12 21, 11 21, 11 20))",,,,-9,1,51.2,21.6,32.9,,2,Perry,PY,,,,,800,,2354A-21,,,LD15-456 x U15-606207,Rhg1a 437654,,,RSSS,SS,,,16
2431CPY883,15,LD21-9470,PLtbl,2431C,2431CPY,883,"POLYGON ((12 20, 13 20, 13 21, 12 21, 12 20))",,,,-9,1,33.7,22.4,32.9,,2,Perry,PY,,,,,800,,2331C-34,,,LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-5776793 (X) LD16-10150(LD10-10198 x KB13-15F314-224) x LD15-3818,"HOLL, Rhg1 88788",,,RSSS,SS,"24 PT 3TM, MSMC",,15
2431CPY884,17,LD22-1643,PLtbl,2431C,2431CPY,884,"POLYGON ((13 20, 14 20, 14 21, 13 21, 13 20))",,,,-9,1,47.1,22.4,32.2,,2,Perry,PY,,,,,800,,2355B-18,,,"LD16-7669 fair yld, no r1 scn x LD11-2170",Rhg1a 437654,,,RSSS,SS,,,17
